contestant,sport,record,matchup,away_team,home_team,pick_type,pick_text,team,line,units_wagered
UncleHow,NBA,136-96-4,Denver @ New Orleans,Denver,New Orleans,Spread (ATS),DEN -14.5,DEN,-14.5,+500
UncleHow,NBA,136-96-4,Washington @ Minnesota,Washington,Minnesota,Spread (ATS),WAS +16.0,WAS,+16.0,+500
UncleHow,NBA,136-96-4,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Spread (ATS),SAC +18.5,SAC,+18.5,+500
UncleHow,NBA,136-96-4,New York @ Dallas,New York,Dallas,Spread (ATS),NY -5.5,NY,-5.5,+500
UncleHow,NBA,136-96-4,Chicago @ Portland,Chicago,Portland,Spread (ATS),POR +2.5,POR,+2.5,+500
Jhoa,NBA,210-164-7,Toronto @ Philadelphia,Toronto,Philadelphia,Spread (ATS),PHI -1.0,PHI,-1.0,+500
Jhoa,NBA,210-164-7,Toronto @ Philadelphia,Toronto,Philadelphia,Total (Under),Under 236.5,Under,236.5,+500
Jhoa,NBA,210-164-7,Charlotte @ Indiana,Charlotte,Indiana,Spread (ATS),CHA -1.5,CHA,-1.5,+500
Jhoa,NBA,210-164-7,Charlotte @ Indiana,Charlotte,Indiana,Total (Under),Under 235.5,Under,235.5,+500
Jhoa,NBA,210-164-7,Houston @ Cleveland,Houston,Cleveland,Spread (ATS),HOU -1.0,HOU,-1.0,+500
Jhoa,NBA,210-164-7,Houston @ Cleveland,Houston,Cleveland,Total (Over),Over 232.5,Over,232.5,+500
Jhoa,NBA,210-164-7,Washington @ Minnesota,Washington,Minnesota,Spread (ATS),MIN -15.5,MIN,-15.5,+500
Jhoa,NBA,210-164-7,Washington @ Minnesota,Washington,Minnesota,Total (Under),Under 237.5,Under,237.5,+500
Jhoa,NBA,210-164-7,Denver @ New Orleans,Denver,New Orleans,Spread (ATS),DEN -13.5,DEN,-13.5,+500
Jhoa,NBA,210-164-7,Denver @ New Orleans,Denver,New Orleans,Total (Under),Under 233.5,Under,233.5,+500
Jhoa,NBA,210-164-7,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Spread (ATS),OKC -18.5,OKC,-18.5,+500
Jhoa,NBA,210-164-7,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Total (Over),Over 232.5,Over,232.5,+500
Jhoa,NBA,210-164-7,New York @ Dallas,New York,Dallas,Spread (ATS),NY -4.5,NY,-4.5,+500
Jhoa,NBA,210-164-7,New York @ Dallas,New York,Dallas,Total (Over),Over 226.5,Over,226.5,+500
Piazzametsfan31,NBA,106-71-6,Charlotte @ Indiana,Charlotte,Indiana,Spread (ATS),IND +1.5,IND,+1.5,+500
Piazzametsfan31,NBA,106-71-6,Charlotte @ Indiana,Charlotte,Indiana,Total (Under),Under 236.5,Under,236.5,+500
Piazzametsfan31,NBA,106-71-6,Toronto @ Philadelphia,Toronto,Philadelphia,Spread (ATS),TOR -1.0,TOR,-1.0,+500
Piazzametsfan31,NBA,106-71-6,Toronto @ Philadelphia,Toronto,Philadelphia,Total (Under),Under 234.0,Under,234.0,+500
Piazzametsfan31,NBA,106-71-6,Houston @ Cleveland,Houston,Cleveland,Spread (ATS),HOU -1.5,HOU,-1.5,+500
Piazzametsfan31,NBA,106-71-6,Houston @ Cleveland,Houston,Cleveland,Total (Over),Over 233.0,Over,233.0,+500
Piazzametsfan31,NBA,106-71-6,Golden State @ Miami,Golden State,Miami,Spread (ATS),GS +6.5,GS,+6.5,+500
Piazzametsfan31,NBA,106-71-6,Golden State @ Miami,Golden State,Miami,Total (Over),Over 232.5,Over,232.5,+500
Piazzametsfan31,NBA,106-71-6,Washington @ Minnesota,Washington,Minnesota,Spread (ATS),MIN -16.0,MIN,-16.0,+500
Piazzametsfan31,NBA,106-71-6,Washington @ Minnesota,Washington,Minnesota,Total (Under),Under 237.5,Under,237.5,+500
Piazzametsfan31,NBA,106-71-6,Denver @ New Orleans,Denver,New Orleans,Spread (ATS),DEN -14.5,DEN,-14.5,+500
Piazzametsfan31,NBA,106-71-6,Denver @ New Orleans,Denver,New Orleans,Total (Under),Under 233.5,Under,233.5,+500
Piazzametsfan31,NBA,106-71-6,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Spread (ATS),OKC -18.5,OKC,-18.5,+500
Piazzametsfan31,NBA,106-71-6,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Total (Over),Over 232.5,Over,232.5,+500
Piazzametsfan31,NBA,106-71-6,New York @ Dallas,New York,Dallas,Spread (ATS),NY -5.5,NY,-5.5,+500
Piazzametsfan31,NBA,106-71-6,New York @ Dallas,New York,Dallas,Total (Over),Over 228.5,Over,228.5,+500
Piazzametsfan31,NBA,106-71-6,Chicago @ Portland,Chicago,Portland,Spread (ATS),CHI -2.5,CHI,-2.5,+500
Piazzametsfan31,NBA,106-71-6,Chicago @ Portland,Chicago,Portland,Total (Under),Under 243.5,Under,243.5,+500
yasael,NBA,186-144-8,Charlotte @ Indiana,Charlotte,Indiana,Total (Under),Under 235.5,Under,235.5,+500
yasael,NBA,186-144-8,Houston @ Cleveland,Houston,Cleveland,Total (Over),Over 232.5,Over,232.5,+500
yasael,NBA,186-144-8,Toronto @ Philadelphia,Toronto,Philadelphia,Total (Over),Over 236.5,Over,236.5,+500
yasael,NBA,186-144-8,Golden State @ Miami,Golden State,Miami,Spread (ATS),GS +6.5,GS,+6.5,+500
yasael,NBA,186-144-8,Golden State @ Miami,Golden State,Miami,Total (Over),Over 232.5,Over,232.5,+500
yasael,NBA,186-144-8,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Total (Over),Over 232.5,Over,232.5,+500
yasael,NBA,186-144-8,Washington @ Minnesota,Washington,Minnesota,Spread (ATS),MIN -15.5,MIN,-15.5,+500
yasael,NBA,186-144-8,Denver @ New Orleans,Denver,New Orleans,Spread (ATS),NO +13.5,NO,+13.5,+500
yasael,NBA,186-144-8,Denver @ New Orleans,Denver,New Orleans,Total (Over),Over 233.5,Over,233.5,+500
yasael,NBA,186-144-8,New York @ Dallas,New York,Dallas,Spread (ATS),NY -4.5,NY,-4.5,+500
yasael,NBA,186-144-8,New York @ Dallas,New York,Dallas,Total (Over),Over 226.5,Over,226.5,+500
yasael,NBA,186-144-8,Chicago @ Portland,Chicago,Portland,Spread (ATS),CHI -2.5,CHI,-2.5,+500
yasael,NBA,186-144-8,Chicago @ Portland,Chicago,Portland,Total (Over),Over 243.5,Over,243.5,+500
andrew1981,NBA,203-162-6,Houston @ Cleveland,Houston,Cleveland,Spread (ATS),HOU -1.5,HOU,-1.5,+500
andrew1981,NBA,203-162-6,Houston @ Cleveland,Houston,Cleveland,Total (Over),Over 233.0,Over,233.0,+500
andrew1981,NBA,203-162-6,Toronto @ Philadelphia,Toronto,Philadelphia,Spread (ATS),TOR -1.0,TOR,-1.0,+500
andrew1981,NBA,203-162-6,Toronto @ Philadelphia,Toronto,Philadelphia,Total (Under),Under 233.5,Under,233.5,+500
andrew1981,NBA,203-162-6,Charlotte @ Indiana,Charlotte,Indiana,Spread (ATS),IND +1.5,IND,+1.5,+500
andrew1981,NBA,203-162-6,Golden State @ Miami,Golden State,Miami,Spread (ATS),MIA -6.5,MIA,-6.5,+500
andrew1981,NBA,203-162-6,Golden State @ Miami,Golden State,Miami,Total (Over),Over 231.0,Over,231.0,+500
andrew1981,NBA,203-162-6,Denver @ New Orleans,Denver,New Orleans,Spread (ATS),NO +13.5,NO,+13.5,+500
andrew1981,NBA,203-162-6,Denver @ New Orleans,Denver,New Orleans,Total (Over),Over 232.5,Over,232.5,+500
andrew1981,NBA,203-162-6,Washington @ Minnesota,Washington,Minnesota,Spread (ATS),MIN -16.0,MIN,-16.0,+500
andrew1981,NBA,203-162-6,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Spread (ATS),OKC -18.5,OKC,-18.5,+500
andrew1981,NBA,203-162-6,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Total (Over),Over 232.5,Over,232.5,+500
andrew1981,NBA,203-162-6,New York @ Dallas,New York,Dallas,Spread (ATS),NY -5.5,NY,-5.5,+500
andrew1981,NBA,203-162-6,New York @ Dallas,New York,Dallas,Total (Over),Over 228.5,Over,228.5,+500
andrew1981,NBA,203-162-6,Chicago @ Portland,Chicago,Portland,Spread (ATS),POR +2.5,POR,+2.5,+500
andrew1981,NBA,203-162-6,Chicago @ Portland,Chicago,Portland,Total (Over),Over 243.5,Over,243.5,+500
CoachBlue,NBA,90-60-3,Houston @ Cleveland,Houston,Cleveland,Spread (ATS),HOU -1.5,HOU,-1.5,+500
CoachBlue,NBA,90-60-3,Toronto @ Philadelphia,Toronto,Philadelphia,Spread (ATS),TOR -1.5,TOR,-1.5,+500
CoachBlue,NBA,90-60-3,Charlotte @ Indiana,Charlotte,Indiana,Spread (ATS),CHA -1.5,CHA,-1.5,+500
CoachBlue,NBA,90-60-3,Golden State @ Miami,Golden State,Miami,Spread (ATS),MIA -6.5,MIA,-6.5,+500
CoachBlue,NBA,90-60-3,Denver @ New Orleans,Denver,New Orleans,Spread (ATS),DEN -13.5,DEN,-13.5,+500
CoachBlue,NBA,90-60-3,Washington @ Minnesota,Washington,Minnesota,Spread (ATS),MIN -16.0,MIN,-16.0,+500
CoachBlue,NBA,90-60-3,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Spread (ATS),OKC -18.5,OKC,-18.5,+500
CoachBlue,NBA,90-60-3,New York @ Dallas,New York,Dallas,Spread (ATS),NY -5.0,NY,-5.0,+500
CoachBlue,NBA,90-60-3,Chicago @ Portland,Chicago,Portland,Spread (ATS),CHI -1.5,CHI,-1.5,+500
northlv6238,NBA,119-87-3,Toronto @ Philadelphia,Toronto,Philadelphia,Spread (ATS),PHI -1.0,PHI,-1.0,+500
northlv6238,NBA,119-87-3,Toronto @ Philadelphia,Toronto,Philadelphia,Total (Under),Under 236.5,Under,236.5,+500
northlv6238,NBA,119-87-3,Charlotte @ Indiana,Charlotte,Indiana,Spread (ATS),IND +1.5,IND,+1.5,+500
northlv6238,NBA,119-87-3,Charlotte @ Indiana,Charlotte,Indiana,Total (Over),Over 235.5,Over,235.5,+500
northlv6238,NBA,119-87-3,Houston @ Cleveland,Houston,Cleveland,Spread (ATS),CLE +1.0,CLE,+1.0,+500
northlv6238,NBA,119-87-3,Houston @ Cleveland,Houston,Cleveland,Total (Under),Under 232.5,Under,232.5,+500
northlv6238,NBA,119-87-3,Washington @ Minnesota,Washington,Minnesota,Spread (ATS),MIN -15.5,MIN,-15.5,+500
northlv6238,NBA,119-87-3,Washington @ Minnesota,Washington,Minnesota,Total (Under),Under 237.5,Under,237.5,+500
northlv6238,NBA,119-87-3,Denver @ New Orleans,Denver,New Orleans,Spread (ATS),DEN -13.5,DEN,-13.5,+500
northlv6238,NBA,119-87-3,Denver @ New Orleans,Denver,New Orleans,Total (Over),Over 233.5,Over,233.5,+500
northlv6238,NBA,119-87-3,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Spread (ATS),OKC -18.5,OKC,-18.5,+500
northlv6238,NBA,119-87-3,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Total (Under),Under 232.5,Under,232.5,+500
northlv6238,NBA,119-87-3,New York @ Dallas,New York,Dallas,Spread (ATS),NY -4.5,NY,-4.5,+500
northlv6238,NBA,119-87-3,New York @ Dallas,New York,Dallas,Total (Over),Over 226.5,Over,226.5,+500
m18123,NBA,236-182-7,Charlotte @ Indiana,Charlotte,Indiana,Spread (ATS),IND +1.5,IND,+1.5,+200
m18123,NBA,236-182-7,Charlotte @ Indiana,Charlotte,Indiana,Total (Over),Over 237.5,Over,237.5,+200
m18123,NBA,236-182-7,Toronto @ Philadelphia,Toronto,Philadelphia,Spread (ATS),PHI +1.5,PHI,+1.5,+200
m18123,NBA,236-182-7,Toronto @ Philadelphia,Toronto,Philadelphia,Total (Under),Under 233.5,Under,233.5,+200
m18123,NBA,236-182-7,Houston @ Cleveland,Houston,Cleveland,Spread (ATS),HOU -1.5,HOU,-1.5,+200
m18123,NBA,236-182-7,Houston @ Cleveland,Houston,Cleveland,Total (Under),Under 233.0,Under,233.0,+200
m18123,NBA,236-182-7,Golden State @ Miami,Golden State,Miami,Spread (ATS),MIA -6.5,MIA,-6.5,+200
m18123,NBA,236-182-7,Golden State @ Miami,Golden State,Miami,Total (Under),Under 233.5,Under,233.5,+200
m18123,NBA,236-182-7,Washington @ Minnesota,Washington,Minnesota,Spread (ATS),WAS +16.0,WAS,+16.0,+200
m18123,NBA,236-182-7,Washington @ Minnesota,Washington,Minnesota,Total (Under),Under 238.5,Under,238.5,+200
m18123,NBA,236-182-7,Denver @ New Orleans,Denver,New Orleans,Spread (ATS),DEN -14.5,DEN,-14.5,+200
m18123,NBA,236-182-7,Denver @ New Orleans,Denver,New Orleans,Total (Over),Over 234.0,Over,234.0,+200
m18123,NBA,236-182-7,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Spread (ATS),OKC -18.5,OKC,-18.5,+200
m18123,NBA,236-182-7,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Total (Over),Over 232.5,Over,232.5,+200
m18123,NBA,236-182-7,New York @ Dallas,New York,Dallas,Spread (ATS),DAL +5.5,DAL,+5.5,+200
m18123,NBA,236-182-7,New York @ Dallas,New York,Dallas,Total (Over),Over 230.5,Over,230.5,+200
m18123,NBA,236-182-7,Chicago @ Portland,Chicago,Portland,Spread (ATS),CHI -2.5,CHI,-2.5,+200
m18123,NBA,236-182-7,Chicago @ Portland,Chicago,Portland,Total (Over),Over 244.5,Over,244.5,+200
Kansas2014,NBA,48-23-0,Houston @ Cleveland,Houston,Cleveland,Total (Under),Under 233.0,Under,233.0,+500
Kansas2014,NBA,48-23-0,Denver @ New Orleans,Denver,New Orleans,Total (Over),Over 234.0,Over,234.0,+500
simoncald,NBA,182-145-9,Toronto @ Philadelphia,Toronto,Philadelphia,Spread (ATS),PHI +1.5,PHI,+1.5,+500
simoncald,NBA,182-145-9,Toronto @ Philadelphia,Toronto,Philadelphia,Total (Over),Over 233.5,Over,233.5,+500
simoncald,NBA,182-145-9,Charlotte @ Indiana,Charlotte,Indiana,Spread (ATS),CHA -1.5,CHA,-1.5,+500
simoncald,NBA,182-145-9,Charlotte @ Indiana,Charlotte,Indiana,Total (Over),Over 236.5,Over,236.5,+500
simoncald,NBA,182-145-9,Houston @ Cleveland,Houston,Cleveland,Spread (ATS),HOU -1.5,HOU,-1.5,+500
simoncald,NBA,182-145-9,Golden State @ Miami,Golden State,Miami,Spread (ATS),MIA -6.5,MIA,-6.5,+500
simoncald,NBA,182-145-9,Denver @ New Orleans,Denver,New Orleans,Spread (ATS),DEN -14.5,DEN,-14.5,+500
simoncald,NBA,182-145-9,Denver @ New Orleans,Denver,New Orleans,Total (Over),Over 233.5,Over,233.5,+500
simoncald,NBA,182-145-9,Washington @ Minnesota,Washington,Minnesota,Spread (ATS),MIN -16.0,MIN,-16.0,+500
simoncald,NBA,182-145-9,Washington @ Minnesota,Washington,Minnesota,Total (Over),Over 238.5,Over,238.5,+500
simoncald,NBA,182-145-9,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Spread (ATS),OKC -18.5,OKC,-18.5,+500
simoncald,NBA,182-145-9,Sacramento @ Oklahoma City,Sacramento,Oklahoma City,Total (Over),Over 232.5,Over,232.5,+500
simoncald,NBA,182-145-9,New York @ Dallas,New York,Dallas,Spread (ATS),NY -5.5,NY,-5.5,+500
simoncald,NBA,182-145-9,New York @ Dallas,New York,Dallas,Total (Over),Over 229.0,Over,229.0,+500
simoncald,NBA,182-145-9,Chicago @ Portland,Chicago,Portland,Spread (ATS),CHI -2.5,CHI,-2.5,+500
simoncald,NBA,182-145-9,Chicago @ Portland,Chicago,Portland,Total (Over),Over 243.5,Over,243.5,+500
paris972,NBA,192-155-7,Toronto @ Philadelphia,Toronto,Philadelphia,Spread (ATS),TOR -1.0,TOR,-1.0,+500
paris972,NBA,192-155-7,Toronto @ Philadelphia,Toronto,Philadelphia,Total (Under),Under 234.0,Under,234.0,+500
paris972,NBA,192-155-7,Charlotte @ Indiana,Charlotte,Indiana,Spread (ATS),CHA -1.5,CHA,-1.5,+500
paris972,NBA,192-155-7,Charlotte @ Indiana,Charlotte,Indiana,Total (Over),Over 236.5,Over,236.5,+500
