contestant,sport,record,matchup,away_team,home_team,pick_type,pick_text,team,line,units_wagered
Manning2008SB,NFL,183-142-2,N.Y. Jets @ Baltimore,N.Y. Jets,Baltimore,Total (Over),Over 44.5,Over,44.5,+500
Manning2008SB,NFL,183-142-2,N.Y. Giants @ Detroit,N.Y. Giants,Detroit,Spread (ATS),DET -10.5,DET,-10.5,+500
Manning2008SB,NFL,183-142-2,N.Y. Giants @ Detroit,N.Y. Giants,Detroit,Total (Under),Under 49.5,Under,49.5,+500
Manning2008SB,NFL,183-142-2,Cleveland @ Las Vegas,Cleveland,Las Vegas,Spread (ATS),LV -3.5,LV,-3.5,+500
Manning2008SB,NFL,183-142-2,Cleveland @ Las Vegas,Cleveland,Las Vegas,Total (Over),Over 36.5,Over,36.5,+500
Manning2008SB,NFL,183-142-2,Jacksonville @ Arizona,Jacksonville,Arizona,Spread (ATS),JAC -2.5,JAC,-2.5,+500
Manning2008SB,NFL,183-142-2,Jacksonville @ Arizona,Jacksonville,Arizona,Total (Under),Under 47.5,Under,47.5,+500
Manning2008SB,NFL,183-142-2,Philadelphia @ Dallas,Philadelphia,Dallas,Spread (ATS),PHI -3.5,PHI,-3.5,+500
Manning2008SB,NFL,183-142-2,Philadelphia @ Dallas,Philadelphia,Dallas,Total (Over),Over 47.5,Over,47.5,+500
Manning2008SB,NFL,183-142-2,Atlanta @ New Orleans,Atlanta,New Orleans,Spread (ATS),NO -1.5,NO,-1.5,+500
Manning2008SB,NFL,183-142-2,Atlanta @ New Orleans,Atlanta,New Orleans,Total (Over),Over 39.5,Over,39.5,+500
Manning2008SB,NFL,183-142-2,Tampa Bay @ L.A. Rams,Tampa Bay,L.A. Rams,Spread (ATS),TB +6.5,TB,+6.5,+500
Manning2008SB,NFL,183-142-2,Tampa Bay @ L.A. Rams,Tampa Bay,L.A. Rams,Total (Under),Under 49.5,Under,49.5,+500
meatwhistle,NFL,96-63-3,Pittsburgh @ Chicago,Pittsburgh,Chicago,Spread (ATS),CHI -2.5,CHI,-2.5,+500
meatwhistle,NFL,96-63-3,Pittsburgh @ Chicago,Pittsburgh,Chicago,Total (Under),Under 46.5,Under,46.5,+500
meatwhistle,NFL,96-63-3,N.Y. Giants @ Detroit,N.Y. Giants,Detroit,Spread (ATS),DET -13.0,DET,-13.0,+500
meatwhistle,NFL,96-63-3,N.Y. Giants @ Detroit,N.Y. Giants,Detroit,Total (Over),Over 50.5,Over,50.5,+500
meatwhistle,NFL,96-63-3,Indianapolis @ Kansas City,Indianapolis,Kansas City,Spread (ATS),KC -3.0,KC,-3.0,+500
meatwhistle,NFL,96-63-3,Indianapolis @ Kansas City,Indianapolis,Kansas City,Total (Under),Under 50.5,Under,50.5,+500
meatwhistle,NFL,96-63-3,New England @ Cincinnati,New England,Cincinnati,Spread (ATS),CIN +7.5,CIN,+7.5,+500
meatwhistle,NFL,96-63-3,New England @ Cincinnati,New England,Cincinnati,Total (Under),Under 50.0,Under,50.0,+500
meatwhistle,NFL,96-63-3,Seattle @ Tennessee,Seattle,Tennessee,Spread (ATS),SEA -13.0,SEA,-13.0,+500
meatwhistle,NFL,96-63-3,Seattle @ Tennessee,Seattle,Tennessee,Total (Under),Under 40.5,Under,40.5,+500
meatwhistle,NFL,96-63-3,N.Y. Jets @ Baltimore,N.Y. Jets,Baltimore,Spread (ATS),BAL -13.5,BAL,-13.5,+500
meatwhistle,NFL,96-63-3,N.Y. Jets @ Baltimore,N.Y. Jets,Baltimore,Total (Under),Under 44.5,Under,44.5,+500
meatwhistle,NFL,96-63-3,Minnesota @ Green Bay,Minnesota,Green Bay,Spread (ATS),MIN +6.5,MIN,+6.5,+500
meatwhistle,NFL,96-63-3,Minnesota @ Green Bay,Minnesota,Green Bay,Total (Over),Over 41.5,Over,41.5,+500
meatwhistle,NFL,96-63-3,Jacksonville @ Arizona,Jacksonville,Arizona,Spread (ATS),ARI +2.5,ARI,+2.5,+500
meatwhistle,NFL,96-63-3,Jacksonville @ Arizona,Jacksonville,Arizona,Total (Under),Under 47.5,Under,47.5,+500
meatwhistle,NFL,96-63-3,Cleveland @ Las Vegas,Cleveland,Las Vegas,Spread (ATS),CLE +3.5,CLE,+3.5,+500
meatwhistle,NFL,96-63-3,Cleveland @ Las Vegas,Cleveland,Las Vegas,Total (Under),Under 35.5,Under,35.5,+500
meatwhistle,NFL,96-63-3,Atlanta @ New Orleans,Atlanta,New Orleans,Spread (ATS),NO -2.0,NO,-2.0,+500
meatwhistle,NFL,96-63-3,Atlanta @ New Orleans,Atlanta,New Orleans,Total (Under),Under 40.0,Under,40.0,+500
meatwhistle,NFL,96-63-3,Philadelphia @ Dallas,Philadelphia,Dallas,Spread (ATS),DAL +3.0,DAL,+3.0,+500
meatwhistle,NFL,96-63-3,Philadelphia @ Dallas,Philadelphia,Dallas,Total (Over),Over 47.5,Over,47.5,+500
meatwhistle,NFL,96-63-3,Tampa Bay @ L.A. Rams,Tampa Bay,L.A. Rams,Spread (ATS),TB +7.0,TB,+7.0,+500
meatwhistle,NFL,96-63-3,Tampa Bay @ L.A. Rams,Tampa Bay,L.A. Rams,Total (Over),Over 49.5,Over,49.5,+500
TNSweep,NFL,114-80-3,Seattle @ Tennessee,Seattle,Tennessee,Spread (ATS),TEN +13.5,TEN,+13.5,+500
TNSweep,NFL,114-80-3,Seattle @ Tennessee,Seattle,Tennessee,Total (Over),Over 40.0,Over,40.0,+500
TNSweep,NFL,114-80-3,N.Y. Jets @ Baltimore,N.Y. Jets,Baltimore,Spread (ATS),BAL -13.5,BAL,-13.5,+500
TNSweep,NFL,114-80-3,N.Y. Jets @ Baltimore,N.Y. Jets,Baltimore,Total (Over),Over 44.5,Over,44.5,+500
TNSweep,NFL,114-80-3,N.Y. Giants @ Detroit,N.Y. Giants,Detroit,Spread (ATS),DET -10.0,DET,-10.0,+500
TNSweep,NFL,114-80-3,Pittsburgh @ Chicago,Pittsburgh,Chicago,Spread (ATS),PIT +2.5,PIT,+2.5,+500
TNSweep,NFL,114-80-3,Pittsburgh @ Chicago,Pittsburgh,Chicago,Total (Over),Over 45.0,Over,45.0,+500
TNSweep,NFL,114-80-3,Minnesota @ Green Bay,Minnesota,Green Bay,Spread (ATS),MIN +6.5,MIN,+6.5,+500
TNSweep,NFL,114-80-3,Minnesota @ Green Bay,Minnesota,Green Bay,Total (Over),Over 41.0,Over,41.0,+500
TNSweep,NFL,114-80-3,New England @ Cincinnati,New England,Cincinnati,Total (Under),Under 50.0,Under,50.0,+500
TNSweep,NFL,114-80-3,Jacksonville @ Arizona,Jacksonville,Arizona,Spread (ATS),ARI +3.0,ARI,+3.0,+500
TNSweep,NFL,114-80-3,Jacksonville @ Arizona,Jacksonville,Arizona,Total (Under),Under 47.5,Under,47.5,+500
TNSweep,NFL,114-80-3,Cleveland @ Las Vegas,Cleveland,Las Vegas,Spread (ATS),LV -4.0,LV,-4.0,+500
TNSweep,NFL,114-80-3,Cleveland @ Las Vegas,Cleveland,Las Vegas,Total (Over),Over 36.0,Over,36.0,+500
TNSweep,NFL,114-80-3,Philadelphia @ Dallas,Philadelphia,Dallas,Spread (ATS),DAL +3.0,DAL,+3.0,+500
TNSweep,NFL,114-80-3,Philadelphia @ Dallas,Philadelphia,Dallas,Total (Under),Under 47.5,Under,47.5,+500
TNSweep,NFL,114-80-3,Atlanta @ New Orleans,Atlanta,New Orleans,Total (Under),Under 39.5,Under,39.5,+500
TNSweep,NFL,114-80-3,Tampa Bay @ L.A. Rams,Tampa Bay,L.A. Rams,Total (Under),Under 49.5,Under,49.5,+500
alayne089,NFL,109-76-1,Minnesota @ Green Bay,Minnesota,Green Bay,Spread (ATS),MIN +6.5,MIN,+6.5,+500
alayne089,NFL,109-76-1,Seattle @ Tennessee,Seattle,Tennessee,Spread (ATS),SEA -13.0,SEA,-13.0,+500
alayne089,NFL,109-76-1,Seattle @ Tennessee,Seattle,Tennessee,Total (Under),Under 40.5,Under,40.5,+500
alayne089,NFL,109-76-1,N.Y. Jets @ Baltimore,N.Y. Jets,Baltimore,Total (Over),Over 44.5,Over,44.5,+500
alayne089,NFL,109-76-1,New England @ Cincinnati,New England,Cincinnati,Total (Under),Under 50.0,Under,50.0,+400
alayne089,NFL,109-76-1,Pittsburgh @ Chicago,Pittsburgh,Chicago,Spread (ATS),CHI -3.0,CHI,-3.0,+500
alayne089,NFL,109-76-1,N.Y. Giants @ Detroit,N.Y. Giants,Detroit,Total (Under),Under 50.5,Under,50.5,+300
alayne089,NFL,109-76-1,Indianapolis @ Kansas City,Indianapolis,Kansas City,Spread (ATS),KC -3.0,KC,-3.0,+500
alayne089,NFL,109-76-1,Indianapolis @ Kansas City,Indianapolis,Kansas City,Total (Under),Under 49.5,Under,49.5,+500
alayne089,NFL,109-76-1,Jacksonville @ Arizona,Jacksonville,Arizona,Total (Under),Under 45.5,Under,45.5,+500
alayne089,NFL,109-76-1,Cleveland @ Las Vegas,Cleveland,Las Vegas,Spread (ATS),LV -3.0,LV,-3.0,+500
alayne089,NFL,109-76-1,Philadelphia @ Dallas,Philadelphia,Dallas,Total (Under),Under 50.5,Under,50.5,+500
alayne089,NFL,109-76-1,Atlanta @ New Orleans,Atlanta,New Orleans,Spread (ATS),NO -1.5,NO,-1.5,+500
alayne089,NFL,109-76-1,Atlanta @ New Orleans,Atlanta,New Orleans,Total (Under),Under 40.0,Under,40.0,+500
alayne089,NFL,109-76-1,Tampa Bay @ L.A. Rams,Tampa Bay,L.A. Rams,Total (Under),Under 49.5,Under,49.5,+500
quocanh1998,NFL,158-121-7,Minnesota @ Green Bay,Minnesota,Green Bay,Spread (ATS),GB -6.5,GB,-6.5,+500
quocanh1998,NFL,158-121-7,Minnesota @ Green Bay,Minnesota,Green Bay,Total (Over),Over 40.5,Over,40.5,+500
quocanh1998,NFL,158-121-7,N.Y. Jets @ Baltimore,N.Y. Jets,Baltimore,Spread (ATS),NYJ +13.5,NYJ,+13.5,+500
quocanh1998,NFL,158-121-7,N.Y. Jets @ Baltimore,N.Y. Jets,Baltimore,Total (Over),Over 44.5,Over,44.5,+500
quocanh1998,NFL,158-121-7,Pittsburgh @ Chicago,Pittsburgh,Chicago,Spread (ATS),CHI -2.5,CHI,-2.5,+500
quocanh1998,NFL,158-121-7,Pittsburgh @ Chicago,Pittsburgh,Chicago,Total (Over),Over 45.0,Over,45.0,+500
quocanh1998,NFL,158-121-7,Indianapolis @ Kansas City,Indianapolis,Kansas City,Spread (ATS),IND +3.0,IND,+3.0,+500
quocanh1998,NFL,158-121-7,Indianapolis @ Kansas City,Indianapolis,Kansas City,Total (Over),Over 50.5,Over,50.5,+500
quocanh1998,NFL,158-121-7,Cleveland @ Las Vegas,Cleveland,Las Vegas,Spread (ATS),CLE +4.0,CLE,+4.0,+500
quocanh1998,NFL,158-121-7,Cleveland @ Las Vegas,Cleveland,Las Vegas,Total (Over),Over 36.0,Over,36.0,+500
quocanh1998,NFL,158-121-7,Jacksonville @ Arizona,Jacksonville,Arizona,Spread (ATS),JAC -2.5,JAC,-2.5,+500
quocanh1998,NFL,158-121-7,Jacksonville @ Arizona,Jacksonville,Arizona,Total (Under),Under 47.5,Under,47.5,+500
quocanh1998,NFL,158-121-7,Philadelphia @ Dallas,Philadelphia,Dallas,Spread (ATS),DAL +3.0,DAL,+3.0,+500
quocanh1998,NFL,158-121-7,Philadelphia @ Dallas,Philadelphia,Dallas,Total (Over),Over 47.5,Over,47.5,+500
quocanh1998,NFL,158-121-7,Atlanta @ New Orleans,Atlanta,New Orleans,Spread (ATS),ATL +2.0,ATL,+2.0,+500
quocanh1998,NFL,158-121-7,Atlanta @ New Orleans,Atlanta,New Orleans,Total (Over),Over 39.5,Over,39.5,+500
quocanh1998,NFL,158-121-7,Tampa Bay @ L.A. Rams,Tampa Bay,L.A. Rams,Spread (ATS),TB +6.5,TB,+6.5,+500
quocanh1998,NFL,158-121-7,Tampa Bay @ L.A. Rams,Tampa Bay,L.A. Rams,Total (Over),Over 49.5,Over,49.5,+500
bmonte13,NFL,167-129-7,Minnesota @ Green Bay,Minnesota,Green Bay,Spread (ATS),MIN +6.5,MIN,+6.5,+500
bmonte13,NFL,167-129-7,Minnesota @ Green Bay,Minnesota,Green Bay,Total (Over),Over 41.5,Over,41.5,+500
bmonte13,NFL,167-129-7,New England @ Cincinnati,New England,Cincinnati,Spread (ATS),CIN +7.5,CIN,+7.5,+500
bmonte13,NFL,167-129-7,New England @ Cincinnati,New England,Cincinnati,Total (Under),Under 50.0,Under,50.0,+500
bmonte13,NFL,167-129-7,Pittsburgh @ Chicago,Pittsburgh,Chicago,Spread (ATS),PIT +2.5,PIT,+2.5,+500
bmonte13,NFL,167-129-7,Pittsburgh @ Chicago,Pittsburgh,Chicago,Total (Over),Over 46.5,Over,46.5,+500
bmonte13,NFL,167-129-7,Indianapolis @ Kansas City,Indianapolis,Kansas City,Spread (ATS),IND +3.0,IND,+3.0,+500
bmonte13,NFL,167-129-7,Indianapolis @ Kansas City,Indianapolis,Kansas City,Total (Under),Under 49.5,Under,49.5,+500
bmonte13,NFL,167-129-7,Seattle @ Tennessee,Seattle,Tennessee,Spread (ATS),SEA -13.0,SEA,-13.0,+500
bmonte13,NFL,167-129-7,Seattle @ Tennessee,Seattle,Tennessee,Total (Over),Over 40.5,Over,40.5,+500
bmonte13,NFL,167-129-7,N.Y. Jets @ Baltimore,N.Y. Jets,Baltimore,Spread (ATS),NYJ +13.5,NYJ,+13.5,+300
bmonte13,NFL,167-129-7,N.Y. Jets @ Baltimore,N.Y. Jets,Baltimore,Total (Over),Over 44.5,Over,44.5,+300
bmonte13,NFL,167-129-7,N.Y. Giants @ Detroit,N.Y. Giants,Detroit,Spread (ATS),NYG +13.5,NYG,+13.5,+300
bmonte13,NFL,167-129-7,N.Y. Giants @ Detroit,N.Y. Giants,Detroit,Total (Under),Under 50.5,Under,50.5,+300
bmonte13,NFL,167-129-7,Cleveland @ Las Vegas,Cleveland,Las Vegas,Spread (ATS),LV -3.5,LV,-3.5,+500
bmonte13,NFL,167-129-7,Cleveland @ Las Vegas,Cleveland,Las Vegas,Total (Over),Over 35.5,Over,35.5,+500
bmonte13,NFL,167-129-7,Jacksonville @ Arizona,Jacksonville,Arizona,Spread (ATS),ARI +2.5,ARI,+2.5,+500
bmonte13,NFL,167-129-7,Jacksonville @ Arizona,Jacksonville,Arizona,Total (Over),Over 47.5,Over,47.5,+500
bmonte13,NFL,167-129-7,Philadelphia @ Dallas,Philadelphia,Dallas,Spread (ATS),PHI -3.0,PHI,-3.0,+500
bmonte13,NFL,167-129-7,Philadelphia @ Dallas,Philadelphia,Dallas,Total (Over),Over 47.5,Over,47.5,+500
bmonte13,NFL,167-129-7,Atlanta @ New Orleans,Atlanta,New Orleans,Spread (ATS),ATL +2.0,ATL,+2.0,+500
bmonte13,NFL,167-129-7,Atlanta @ New Orleans,Atlanta,New Orleans,Total (Over),Over 40.0,Over,40.0,+500
bmonte13,NFL,167-129-7,Tampa Bay @ L.A. Rams,Tampa Bay,L.A. Rams,Spread (ATS),TB +7.0,TB,+7.0,+500
bmonte13,NFL,167-129-7,Tampa Bay @ L.A. Rams,Tampa Bay,L.A. Rams,Total (Under),Under 49.5,Under,49.5,+500
CappersClub,NFL,144-109-5,New England @ Cincinnati,New England,Cincinnati,Spread (ATS),NE -8.0,NE,-8.0,+500
CappersClub,NFL,144-109-5,New England @ Cincinnati,New England,Cincinnati,Total (Under),Under 49.5,Under,49.5,+500
CappersClub,NFL,144-109-5,Minnesota @ Green Bay,Minnesota,Green Bay,Spread (ATS),MIN +6.5,MIN,+6.5,+500
CappersClub,NFL,144-109-5,Minnesota @ Green Bay,Minnesota,Green Bay,Total (Under),Under 41.0,Under,41.0,+500
CappersClub,NFL,144-109-5,Seattle @ Tennessee,Seattle,Tennessee,Spread (ATS),SEA -13.5,SEA,-13.5,+500
